,ZIP_CODE,A10_CRD_OBESITY_mean,A12_CRD_CSMOKING_mean,A17_UNEMPLOY_mean,A1_PPOV_mean,A27_PM25_mean,AFR,AMR,C1a,C1b,C1c,C1d,C2a,C2b,C2i,C2c,C2d,C2e,C2f,C2g,C2h,C3a,C3b,C4a,C4b,EAS,EUR,EUR-AFR,EUR-AMR,EUR-EAS,Others
10,38017,32.88135593220339,12.926553672316384,3.3228395061728393,3.6801694915254237,42.112994350282484,0.06521739130434782,0.0,0.20108695652173914,0.10326086956521739,0.32608695652173914,0.10326086956521739,0.016304347826086956,0.08695652173913043,0.0,0.06521739130434782,0.010869565217391304,0.005434782608695652,0.016304347826086956,0.005434782608695652,0.0,0.02717391304347826,0.005434782608695652,0.005434782608695652,0.021739130434782608,0.03260869565217391,0.6956521739130435,0.13043478260869565,0.03260869565217391,0.010869565217391304,0.03260869565217391
11,38111,45.75056818181818,22.78409090909091,12.614772727272726,27.227045454545454,86.93181818181819,0.34972677595628415,0.00546448087431694,0.04918032786885246,0.03825136612021858,0.09836065573770492,0.0546448087431694,0.1366120218579235,0.23497267759562843,0.03825136612021858,0.16393442622950818,0.0273224043715847,0.01092896174863388,0.0273224043715847,0.07650273224043716,0.01639344262295082,0.0273224043715847,0.0,0.0,0.0,0.0,0.17486338797814208,0.30601092896174864,0.04371584699453552,0.0,0.12021857923497267
12,38134,40.94078212290503,19.943575418994413,6.588636363636363,12.964431818181817,80.30167597765363,0.14917127071823205,0.0,0.09944751381215469,0.09392265193370165,0.2265193370165746,0.0718232044198895,0.03314917127071823,0.16022099447513813,0.016574585635359115,0.09392265193370165,0.03314917127071823,0.03867403314917127,0.011049723756906077,0.03867403314917127,0.027624309392265192,0.03867403314917127,0.011049723756906077,0.0055248618784530384,0.0,0.0055248618784530384,0.4585635359116022,0.287292817679558,0.022099447513812154,0.0,0.07734806629834254
13,38114,51.131843575419,26.893854748603353,17.56368715083799,30.401508379888266,94.18435754189944,0.43575418994413406,0.0,0.00558659217877095,0.0111731843575419,0.0111731843575419,0.0111731843575419,0.12849162011173185,0.3407821229050279,0.03910614525139665,0.2737430167597765,0.0670391061452514,0.0111731843575419,0.027932960893854747,0.05027932960893855,0.01675977653631285,0.00558659217877095,0.0,0.0,0.0,0.0,0.0335195530726257,0.3687150837988827,0.0111731843575419,0.0,0.15083798882681565
14,38106,53.68588235294118,29.786470588235293,21.00294117647059,37.72794117647059,96.12352941176471,0.5689655172413793,0.0,0.005747126436781609,0.005747126436781609,0.005747126436781609,0.0,0.1839080459770115,0.23563218390804597,0.011494252873563218,0.23563218390804597,0.05172413793103448,0.06321839080459771,0.034482758620689655,0.08620689655172414,0.06896551724137931,0.011494252873563218,0.0,0.0,0.0,0.0,0.011494252873563218,0.3160919540229885,0.005747126436781609,0.0,0.09770114942528736
15,38115,48.451552795031056,22.95465838509317,7.259333333333334,26.45832298136646,93.26086956521739,0.36904761904761907,0.0,0.005952380952380952,0.005952380952380952,0.017857142857142856,0.017857142857142856,0.125,0.25595238095238093,0.02976190476190476,0.23809523809523808,0.08333333333333333,0.03571428571428571,0.02976190476190476,0.07738095238095238,0.011904761904761904,0.06547619047619048,0.0,0.0,0.0,0.0,0.023809523809523808,0.42857142857142855,0.047619047619047616,0.0,0.13095238095238096
16,38053,40.69689440993789,21.2583850931677,7.160869565217392,13.065217391304348,66.4223602484472,0.09259259259259259,0.0,0.13580246913580246,0.08641975308641975,0.32098765432098764,0.15432098765432098,0.018518518518518517,0.08024691358024691,0.006172839506172839,0.04938271604938271,0.0,0.030864197530864196,0.006172839506172839,0.018518518518518517,0.024691358024691357,0.06790123456790123,0.0,0.0,0.0,0.0,0.6049382716049383,0.1728395061728395,0.05555555555555555,0.006172839506172839,0.06790123456790123
17,38637,45.01764705882353,19.894771241830064,7.504575163398693,16.756666666666668,82.03921568627452,0.26282051282051283,0.0,0.08333333333333333,0.038461538461538464,0.23076923076923078,0.07051282051282051,0.15384615384615385,0.05128205128205128,0.01282051282051282,0.1346153846153846,0.038461538461538464,0.03205128205128205,0.02564102564102564,0.02564102564102564,0.03205128205128205,0.07051282051282051,0.0,0.0,0.0,0.0,0.34615384615384615,0.21153846153846154,0.07051282051282051,0.00641025641025641,0.10256410256410256
18,38125,43.79607843137255,17.1359477124183,6.762745098039216,8.280326797385621,82.50326797385621,0.35947712418300654,0.0,0.013071895424836602,0.0,0.006535947712418301,0.013071895424836602,0.10457516339869281,0.2679738562091503,0.0392156862745098,0.24836601307189543,0.032679738562091505,0.032679738562091505,0.08496732026143791,0.058823529411764705,0.05228758169934641,0.0457516339869281,0.0,0.0,0.0,0.0,0.0196078431372549,0.47058823529411764,0.032679738562091505,0.0,0.11764705882352941
19,72364,37.39208633093525,18.43812949640288,7.236690647482014,12.17863309352518,70.69064748201438,0.16216216216216217,0.0,0.10135135135135136,0.060810810810810814,0.25675675675675674,0.1554054054054054,0.04054054054054054,0.06756756756756757,0.006756756756756757,0.033783783783783786,0.02702702702702703,0.19594594594594594,0.006756756756756757,0.013513513513513514,0.006756756756756757,0.02702702702702703,0.0,0.0,0.0,0.0,0.527027027027027,0.23648648648648649,0.006756756756756757,0.0,0.06756756756756757
20,38016,38.77222222222222,15.461805555555555,5.079861111111111,8.579444444444444,71.36111111111111,0.22297297297297297,0.0,0.060810810810810814,0.0472972972972973,0.12837837837837837,0.07432432432432433,0.10135135135135136,0.21621621621621623,0.02702702702702703,0.12162162162162163,0.04054054054054054,0.02027027027027027,0.02702702702702703,0.006756756756756757,0.04054054054054054,0.04054054054054054,0.02027027027027027,0.006756756756756757,0.02027027027027027,0.02702702702702703,0.2635135135135135,0.35135135135135137,0.033783783783783786,0.0,0.10135135135135136
21,38135,37.21824817518248,15.691240875912408,5.567153284671533,6.894817518248176,61.722627737226276,0.10638297872340426,0.0,0.1702127659574468,0.07092198581560284,0.2978723404255319,0.11347517730496454,0.014184397163120567,0.15602836879432624,0.0070921985815602835,0.05673758865248227,0.0070921985815602835,0.02127659574468085,0.02127659574468085,0.0070921985815602835,0.0070921985815602835,0.03546099290780142,0.0070921985815602835,0.0,0.0070921985815602835,0.0070921985815602835,0.5957446808510638,0.19148936170212766,0.0425531914893617,0.0070921985815602835,0.04964539007092199
22,38107,50.76992481203008,26.73533834586466,16.515037593984964,32.90774436090226,92.67669172932331,0.5407407407407407,0.0,0.007407407407407408,0.007407407407407408,0.02962962962962963,0.022222222222222223,0.14814814814814814,0.22962962962962963,0.007407407407407408,0.28888888888888886,0.044444444444444446,0.06666666666666667,0.037037037037037035,0.05185185185185185,0.05185185185185185,0.0,0.0,0.0,0.007407407407407408,0.007407407407407408,0.05925925925925926,0.3111111111111111,0.0,0.0,0.08148148148148149
23,72401,37.81801801801802,18.710810810810813,5.854054054054053,25.414144144144142,65.66666666666667,0.18421052631578946,0.0,0.13157894736842105,0.05263157894736842,0.2719298245614035,0.17543859649122806,0.043859649122807015,0.05263157894736842,0.017543859649122806,0.06140350877192982,0.0,0.07894736842105263,0.02631578947368421,0.008771929824561403,0.02631578947368421,0.05263157894736842,0.0,0.0,0.0,0.0,0.5350877192982456,0.17543859649122806,0.07894736842105263,0.0,0.02631578947368421
24,38122,44.86095238095238,24.731428571428573,4.06952380952381,26.93542857142857,86.32380952380953,0.20909090909090908,0.0,0.06363636363636363,0.045454545454545456,0.20909090909090908,0.09090909090909091,0.05454545454545454,0.15454545454545454,0.01818181818181818,0.10909090909090909,0.02727272727272727,0.03636363636363636,0.00909090909090909,0.045454545454545456,0.0,0.12727272727272726,0.00909090909090909,0.0,0.0,0.0,0.32727272727272727,0.20909090909090908,0.09090909090909091,0.0,0.16363636363636364
25,72450,37.283495145631065,22.009708737864077,6.07378640776699,19.306019417475728,52.883495145631066,0.027522935779816515,0.0,0.22935779816513763,0.08256880733944955,0.44036697247706424,0.14678899082568808,0.0,0.01834862385321101,0.0,0.009174311926605505,0.009174311926605505,0.0,0.0,0.009174311926605505,0.009174311926605505,0.027522935779816515,0.0,0.0,0.01834862385321101,0.0,0.8532110091743119,0.045871559633027525,0.05504587155963303,0.0,0.01834862385321101
26,38019,42.97029702970297,23.922772277227722,5.23960396039604,15.23950495049505,47.396039603960396,0.08411214953271028,0.0,0.205607476635514,0.06542056074766354,0.2616822429906542,0.2336448598130841,0.0,0.19626168224299065,0.0,0.009345794392523364,0.0,0.009345794392523364,0.0,0.0,0.009345794392523364,0.009345794392523364,0.0,0.0,0.0,0.0,0.7009345794392523,0.1588785046728972,0.028037383177570093,0.0,0.028037383177570093
27,38655,36.76413043478261,13.525,3.720987654320987,17.055326086956523,55.141304347826086,0.17307692307692307,0.0,0.125,0.0673076923076923,0.3269230769230769,0.15384615384615385,0.16346153846153846,0.038461538461538464,0.009615384615384616,0.038461538461538464,0.0,0.019230769230769232,0.009615384615384616,0.038461538461538464,0.0,0.009615384615384616,0.0,0.0,0.0,0.009615384615384616,0.6538461538461539,0.15384615384615385,0.0,0.0,0.009615384615384616
28,38141,46.36831683168317,20.007920792079208,8.82970297029703,9.368019801980198,88.65346534653466,0.33980582524271846,0.009708737864077669,0.019417475728155338,0.0,0.0,0.0,0.0970873786407767,0.27184466019417475,0.019417475728155338,0.2524271844660194,0.07766990291262135,0.038834951456310676,0.05825242718446602,0.038834951456310676,0.019417475728155338,0.10679611650485436,0.0,0.0,0.0,0.0,0.019417475728155338,0.33980582524271846,0.04854368932038835,0.0,0.24271844660194175
