variable,category,subcommunity,community,prop,min_ci,max_ci
ETHNICITY,Multiple,C2_0,C2,0.0010799136069114472,0.0001906518065090037,0.006091708543899064
ETHNICITY,Other/Unknown,C2_0,C2,0.0010799136069114472,0.0001906518065090037,0.006091708543899064
ETHNICITY,Not Hispanic or Latino,C2_1,C2,0.9376908979841173,0.9249255965087158,0.9484067227108848
ETHNICITY,,C2_1,C2,0.0531459987782529,0.04328764493248397,0.06509673537576757
ETHNICITY,Other/Unknown,C2_1,C2,0.004886988393402566,0.0024783402449479034,0.009613990909991123
ETHNICITY,Hispanic or Latino,C2_1,C2,0.004276114844227245,0.0020728553572224827,0.008800589099573345
ETHNICITY,Not Hispanic or Latino,C2_10,C2,0.9044943820224719,0.8523831325703913,0.939514870966753
ETHNICITY,,C2_10,C2,0.07865168539325842,0.04742645453333765,0.1276797917821369
ETHNICITY,Hispanic or Latino,C2_10,C2,0.016853932584269662,0.005748030604952471,0.04837379850345837
ETHNICITY,Not Hispanic or Latino,C2_2,C2,0.935820895522388,0.9214127956058161,0.9477372589839509
ETHNICITY,,C2_2,C2,0.06119402985074627,0.04957201162632116,0.07532485121822838
ETHNICITY,Other/Unknown,C2_2,C2,0.0014925373134328358,0.00040939446299304277,0.005425817067889764
ETHNICITY,Hispanic or Latino,C2_2,C2,0.0007462686567164179,0.0001317435021852137,0.004215197387276759
ETHNICITY,Multiple,C2_2,C2,0.0007462686567164179,0.0001317435021852137,0.004215197387276759
ETHNICITY,Not Hispanic or Latino,C2_3,C2,0.9440993788819876,0.9133757409656442,0.9643513509710513
ETHNICITY,,C2_3,C2,0.040372670807453416,0.02374316096389121,0.06783998864008814
ETHNICITY,Other/Unknown,C2_3,C2,0.006211180124223602,0.0017049497697811389,0.022360731223683164
ETHNICITY,Hispanic or Latino,C2_3,C2,0.006211180124223602,0.0017049497697811389,0.022360731223683164
ETHNICITY,Multiple,C2_3,C2,0.003105590062111801,0.0005484093101857882,0.01737931999141351
ETHNICITY,Not Hispanic or Latino,C2_4,C2,0.9487666034155597,0.9264843142727927,0.9645536149324542
ETHNICITY,,C2_4,C2,0.04554079696394687,0.03079140422611022,0.0668678598556799
ETHNICITY,Hispanic or Latino,C2_4,C2,0.003795066413662239,0.001041339981112185,0.013730674872282876
ETHNICITY,Other/Unknown,C2_4,C2,0.0018975332068311196,0.00033503115346266137,0.010669381462278079
ETHNICITY,Not Hispanic or Latino,C2_5,C2,0.9347826086956522,0.8951968914476299,0.9600829218961037
ETHNICITY,,C2_5,C2,0.05652173913043478,0.03332537829309885,0.09428921209629294
ETHNICITY,Other/Unknown,C2_5,C2,0.004347826086956522,0.0007678910476641276,0.02421312174047964
ETHNICITY,Hispanic or Latino,C2_5,C2,0.004347826086956522,0.0007678910476641276,0.02421312174047964
ETHNICITY,Not Hispanic or Latino,C2_6,C2,0.9248554913294798,0.8921737669352682,0.9482065651921859
ETHNICITY,,C2_6,C2,0.06358381502890173,0.042361037567842263,0.09439113827402443
ETHNICITY,Hispanic or Latino,C2_6,C2,0.008670520231213872,0.0029530009983410373,0.025178587697800292
ETHNICITY,Other/Unknown,C2_6,C2,0.002890173410404624,0.0005103557592828819,0.01618748692151894
ETHNICITY,Not Hispanic or Latino,C2_9,C2,0.8768472906403941,0.8245207898675716,0.9151756735131024
ETHNICITY,,C2_9,C2,0.11822660098522167,0.0807474401792938,0.1698868616245986
ETHNICITY,Hispanic or Latino,C2_9,C2,0.0049261083743842365,0.0008700866124296495,0.027371814436488943
ETHNICITY,Hispanic or Latino,C3_1,C3,0.4774951076320939,0.4345158753132412,0.5208101900241364
ETHNICITY,Hispanic,C3_1,C3,0.3111545988258317,0.27254734032750727,0.3525800775035305
ETHNICITY,Not Hispanic or Latino,C3_1,C3,0.18003913894324852,0.14915144491019655,0.21570174488643218
ETHNICITY,,C3_1,C3,0.029354207436399216,0.017868163468272098,0.047863898587319376
ETHNICITY,Other/Unknown,C3_1,C3,0.0019569471624266144,0.00034552390392660406,0.011000878562385366
ETHNICITY,,C3_2,C3,0.815028901734104,0.7505504944467488,0.8658203142317521
ETHNICITY,Not Hispanic or Latino,C3_2,C3,0.12716763005780346,0.08549928232801371,0.1850343477680723
ETHNICITY,Hispanic,C3_2,C3,0.028901734104046242,0.012406768562089943,0.0658644074507939
ETHNICITY,Hispanic or Latino,C3_2,C3,0.028901734104046242,0.012406768562089943,0.0658644074507939
ETHNICITY,,C4_0,C4,0.9780033840947546,0.9627317951716179,0.9871008997844846
ETHNICITY,Not Hispanic or Latino,C4_0,C4,0.021996615905245348,0.01289910021551542,0.03726820482838198
ETHNICITY,Not Hispanic or Latino,C4_15,C4,0.9302325581395349,0.8139073144696507,0.9759888462080375
ETHNICITY,Other/Unknown,C4_15,C4,0.023255813953488372,0.004116981177419918,0.12059267861216882
ETHNICITY,Hispanic or Latino,C4_15,C4,0.023255813953488372,0.004116981177419918,0.12059267861216882
ETHNICITY,,C4_15,C4,0.023255813953488372,0.004116981177419918,0.12059267861216882
A19_SES_RISK,Medium-High,C1_0,C1,0.2962457337883959,0.27342156894699327,0.3201356941370587
A19_SES_RISK,Low-Medium,C1_0,C1,0.23139931740614333,0.21052286623708646,0.2536807619825936
A19_SES_RISK,High,C1_0,C1,0.18430034129692832,0.16528002029444064,0.20497202049743232
A19_SES_RISK,Low,C1_0,C1,0.15631399317406144,0.13861915916447443,0.1758065760543538
A19_SES_RISK,,C1_0,C1,0.13174061433447098,0.1153806636791206,0.1500268520121561
A19_SES_RISK,Medium-High,C1_1,C1,0.3110367892976589,0.2816020431415789,0.3420831863149649
A19_SES_RISK,High,C1_1,C1,0.20624303232998886,0.1810440914289327,0.233947400971063
A19_SES_RISK,Low-Medium,C1_1,C1,0.20178372352285395,0.17681653683835824,0.22929437100603967
A19_SES_RISK,Low,C1_1,C1,0.15719063545150502,0.13483867422300816,0.18246638806541188
A19_SES_RISK,,C1_1,C1,0.12374581939799331,0.10378691103340379,0.14691376708803286
A19_SES_RISK,Medium-High,C1_2,C1,0.3063318004952246,0.28961131257095235,0.3235779241563869
A19_SES_RISK,Low-Medium,C1_2,C1,0.23700035373187125,0.2216880285662381,0.2530264874278747
A19_SES_RISK,High,C1_2,C1,0.17898832684824903,0.16529559327140989,0.19355231966020728
A19_SES_RISK,Low,C1_2,C1,0.1616554651574107,0.14854543877253276,0.17568379397577785
A19_SES_RISK,,C1_2,C1,0.11602405376724442,0.10473605830278611,0.12835420008539072
A19_SES_RISK,Medium-High,C1_3,C1,0.323943661971831,0.30066797309079457,0.348124246767149
A19_SES_RISK,Low-Medium,C1_3,C1,0.2260228034875922,0.20551214392525063,0.24794165345368235
A19_SES_RISK,High,C1_3,C1,0.18712273641851107,0.16813920217878597,0.2077143999687593
A19_SES_RISK,Low,C1_3,C1,0.1374916163648558,0.12094104075237291,0.15590541575512593
A19_SES_RISK,,C1_3,C1,0.12541918175720992,0.10956464128842382,0.14319899600933403
A19_SES_RISK,High,C2_0,C2,0.5291576673866091,0.49695346698589105,0.5611209405260982
A19_SES_RISK,,C2_0,C2,0.18898488120950324,0.16507304639825884,0.2154666068071903
A19_SES_RISK,Medium-High,C2_0,C2,0.15226781857451405,0.13056656899334063,0.17684234882664074
A19_SES_RISK,Low-Medium,C2_0,C2,0.09611231101511879,0.07876244992085432,0.11679946083899981
A19_SES_RISK,Low,C2_0,C2,0.03347732181425486,0.023683187815666324,0.04712629199250745
A19_SES_RISK,High,C2_1,C2,0.5558949297495418,0.5317221879326764,0.5798059449474259
A19_SES_RISK,Medium-High,C2_1,C2,0.1624923640806353,0.14541525755774215,0.18114984171814158
A19_SES_RISK,,C2_1,C2,0.15271838729383017,0.13610714420410613,0.17095576790148642
A19_SES_RISK,Low-Medium,C2_1,C2,0.0946854001221747,0.08143604421677725,0.10983263156521167
A19_SES_RISK,Low,C2_1,C2,0.03420891875381796,0.026437131586926715,0.04416176107888574
A19_SES_RISK,High,C2_10,C2,0.5786516853932584,0.505201554753016,0.6487786126014288
A19_SES_RISK,Medium-High,C2_10,C2,0.15730337078651685,0.1111309652006098,0.2179554484693095
A19_SES_RISK,,C2_10,C2,0.15730337078651685,0.1111309652006098,0.2179554484693095
A19_SES_RISK,Low-Medium,C2_10,C2,0.0898876404494382,0.056085894482741976,0.14101751859765324
A19_SES_RISK,Low,C2_10,C2,0.016853932584269662,0.005748030604952471,0.04837379850345837
A19_SES_RISK,High,C2_2,C2,0.6052238805970149,0.5787867709944919,0.6310593894458457
A19_SES_RISK,,C2_2,C2,0.15671641791044777,0.13823613548998498,0.17715936945643135
A19_SES_RISK,Medium-High,C2_2,C2,0.12611940298507462,0.10940602741588244,0.1449703812322797
A19_SES_RISK,Low-Medium,C2_2,C2,0.07686567164179105,0.06378168113015402,0.09236886518423305
A19_SES_RISK,Low,C2_2,C2,0.03507462686567164,0.026478152663817374,0.04632923773100298
A19_SES_RISK,High,C2_3,C2,0.5807453416149069,0.5262071467459138,0.6333795972425763
A19_SES_RISK,,C2_3,C2,0.16770186335403728,0.13086493432718485,0.2123742346432597
A19_SES_RISK,Medium-High,C2_3,C2,0.16149068322981366,0.12532695098870453,0.20563631459800993
A19_SES_RISK,Low-Medium,C2_3,C2,0.059006211180124224,0.03809694226911976,0.0903139174860496
A19_SES_RISK,Low,C2_3,C2,0.031055900621118012,0.016954610925803745,0.056214683602580584
A19_SES_RISK,High,C2_4,C2,0.5597722960151803,0.5171078213292014,0.6015716491569097
A19_SES_RISK,,C2_4,C2,0.15749525616698293,0.12888692881479213,0.19106086728860294
A19_SES_RISK,Medium-High,C2_4,C2,0.13282732447817835,0.1064909170007908,0.16447805001309804
A19_SES_RISK,Low-Medium,C2_4,C2,0.1157495256166983,0.09117279760947249,0.1458877492655275
A19_SES_RISK,Low,C2_4,C2,0.03415559772296015,0.021712266797637415,0.053341383858226794
A19_SES_RISK,High,C2_5,C2,0.5478260869565217,0.48324310013542876,0.6108376793323819
A19_SES_RISK,,C2_5,C2,0.16521739130434782,0.12280028125384804,0.21863426247147713
A19_SES_RISK,Medium-High,C2_5,C2,0.15217391304347827,0.11149657942360294,0.20427956990141025
A19_SES_RISK,Low-Medium,C2_5,C2,0.08260869565217391,0.05352097671669924,0.12541040247331658
A19_SES_RISK,Low,C2_5,C2,0.05217391304347826,0.030094015905274992,0.08896777635067946
A19_SES_RISK,High,C2_6,C2,0.6502890173410405,0.598639286908299,0.6986381094905283
A19_SES_RISK,,C2_6,C2,0.14450867052023122,0.11136138802688889,0.18546323202973103
A19_SES_RISK,Medium-High,C2_6,C2,0.13005780346820808,0.09863886743889705,0.16960138757937404
A19_SES_RISK,Low-Medium,C2_6,C2,0.05491329479768786,0.03543326034012147,0.08416829647873597
A19_SES_RISK,Low,C2_6,C2,0.02023121387283237,0.009833683317329922,0.04116539740949044
A19_SES_RISK,High,C2_9,C2,0.5221674876847291,0.45368074986602636,0.5898308068034251
A19_SES_RISK,,C2_9,C2,0.24630541871921183,0.1921103855057392,0.309924021499428
A19_SES_RISK,Medium-High,C2_9,C2,0.12315270935960591,0.0848243264868977,0.1754792101324284
A19_SES_RISK,Low-Medium,C2_9,C2,0.07881773399014778,0.049094654612892585,0.12418576866753067
A19_SES_RISK,Low,C2_9,C2,0.029556650246305417,0.0136148410989714,0.06297323402711541
A19_SES_RISK,,C3_1,C3,0.4227005870841487,0.380602139193877,0.4659526069649417
A19_SES_RISK,High,C3_1,C3,0.3013698630136986,0.26318800897159494,0.3425159590061287
A19_SES_RISK,Medium-High,C3_1,C3,0.12720156555772993,0.10106707096628709,0.15889948962244543
A19_SES_RISK,Low-Medium,C3_1,C3,0.0958904109589041,0.07329348258800361,0.12451803847012377
A19_SES_RISK,Low,C3_1,C3,0.05283757338551859,0.03656396975851002,0.0757843719450353
A19_SES_RISK,,C3_2,C3,0.8554913294797688,0.795374086684112,0.9001636148521782
A19_SES_RISK,High,C3_2,C3,0.06358381502890173,0.03587138643311278,0.11025712631501888
A19_SES_RISK,Low,C3_2,C3,0.04046242774566474,0.019735695662096785,0.08115459259586966
A19_SES_RISK,Low-Medium,C3_2,C3,0.023121387283236993,0.009027193027358965,0.057934426862983585
A19_SES_RISK,Medium-High,C3_2,C3,0.017341040462427744,0.0059146456907766265,0.04973741807702461
A19_SES_RISK,,C4_0,C4,0.9796954314720813,0.9648473359090868,0.9883475986751791
A19_SES_RISK,Low,C4_0,C4,0.01015228426395939,0.004660892658348565,0.021970734988406473
A19_SES_RISK,Low-Medium,C4_0,C4,0.005076142131979695,0.0017277853951239118,0.014817123367141534
A19_SES_RISK,High,C4_0,C4,0.00338409475465313,0.0009285124892131598,0.012254156644889092
A19_SES_RISK,Medium-High,C4_0,C4,0.001692047377326565,0.00029874269429985487,0.009521686811639205
A19_SES_RISK,,C4_15,C4,0.27906976744186046,0.16746451821827157,0.42691312900129397
A19_SES_RISK,Low,C4_15,C4,0.2558139534883721,0.14929365877065542,0.40238689868254857
A19_SES_RISK,Low-Medium,C4_15,C4,0.20930232558139536,0.11422705997811457,0.35205931794236645
A19_SES_RISK,High,C4_15,C4,0.13953488372093023,0.06555634267713946,0.2726387659442569
A19_SES_RISK,Medium-High,C4_15,C4,0.11627906976744186,0.050703529948620846,0.24479448890641395
A9_SVI,Medium-High,C1_0,C1,0.2784982935153584,0.25614585950446395,0.3020093561430231
A9_SVI,Low-Medium,C1_0,C1,0.2402730375426621,0.21909184800131082,0.2628128039366517
A9_SVI,Low,C1_0,C1,0.19180887372013652,0.17246340139591787,0.2127664286960403
A9_SVI,High,C1_0,C1,0.157679180887372,0.13991519817953776,0.17723377145748778
A9_SVI,,C1_0,C1,0.13174061433447098,0.1153806636791206,0.1500268520121561
A9_SVI,Medium-High,C1_1,C1,0.2842809364548495,0.2557302797555856,0.31467144236737143
A9_SVI,Low,C1_1,C1,0.2084726867335563,0.18315970010217372,0.23627208457562085
A9_SVI,Low-Medium,C1_1,C1,0.20512820512820512,0.1799867421894722,0.23278460407162405
A9_SVI,High,C1_1,C1,0.17837235228539577,0.15470671819911463,0.20478112072839494
A9_SVI,,C1_1,C1,0.12374581939799331,0.10378691103340379,0.14691376708803286
A9_SVI,Medium-High,C1_2,C1,0.2741422002122391,0.25801302632836154,0.2908843757728369
A9_SVI,Low-Medium,C1_2,C1,0.24053767244428723,0.2251408292604546,0.2566387235057616
A9_SVI,Low,C1_2,C1,0.20940926777502653,0.1948094474967845,0.22479778167492184
A9_SVI,High,C1_2,C1,0.15988680580120268,0.14683923502760068,0.1738574793346582
A9_SVI,,C1_2,C1,0.11602405376724442,0.10473605830278611,0.12835420008539072
A9_SVI,Medium-High,C1_3,C1,0.2863849765258216,0.26400995954292145,0.3098579338847168
A9_SVI,Low-Medium,C1_3,C1,0.2307176391683434,0.21004138527824165,0.2527779529044796
A9_SVI,Low,C1_3,C1,0.1790744466800805,0.16044479662780758,0.1993535927132437
A9_SVI,High,C1_3,C1,0.1784037558685446,0.15980423994176846,0.19865621499874164
A9_SVI,,C1_3,C1,0.12541918175720992,0.10956464128842382,0.14319899600933403
A9_SVI,High,C2_0,C2,0.46220302375809935,0.43031255442104166,0.49440580621156494
A9_SVI,,C2_0,C2,0.18898488120950324,0.16507304639825884,0.2154666068071903
A9_SVI,Medium-High,C2_0,C2,0.18682505399568033,0.16303245313361406,0.21320539210798403
A9_SVI,Low-Medium,C2_0,C2,0.11987041036717062,0.10050429824231077,0.14237750011990488
A9_SVI,Low,C2_0,C2,0.042116630669546434,0.030960243896521054,0.057056467767056904
A9_SVI,High,C2_1,C2,0.49419670128283444,0.4700187456904775,0.518401830677162
A9_SVI,Medium-High,C2_1,C2,0.20464263897373244,0.18580090148791445,0.2248673799598499
A9_SVI,,C2_1,C2,0.15271838729383017,0.13610714420410613,0.17095576790148642
A9_SVI,Low-Medium,C2_1,C2,0.10507025045815516,0.0911287168492377,0.12086103280118554
A9_SVI,Low,C2_1,C2,0.04337202199144777,0.03452732078869832,0.05435487234926208
A9_SVI,High,C2_10,C2,0.5449438202247191,0.47160823192241363,0.6163804351372691
A9_SVI,Medium-High,C2_10,C2,0.1853932584269663,0.1351653296223386,0.24891400095988245
A9_SVI,,C2_10,C2,0.15730337078651685,0.1111309652006098,0.2179554484693095
A9_SVI,Low-Medium,C2_10,C2,0.08426966292134831,0.05173171722256876,0.13437311247536615
A9_SVI,Low,C2_10,C2,0.028089887640449437,0.012056556667503496,0.06406243920582802
A9_SVI,High,C2_2,C2,0.5440298507462686,0.5172742729400519,0.5705336949037774
A9_SVI,Medium-High,C2_2,C2,0.16417910447761194,0.14530981671862592,0.18496839464199877
A9_SVI,,C2_2,C2,0.15671641791044777,0.13823613548998498,0.17715936945643135
A9_SVI,Low-Medium,C2_2,C2,0.0962686567164179,0.08161016349322665,0.11323541949810208
A9_SVI,Low,C2_2,C2,0.03880597014925373,0.029714435479726777,0.050534308122197745
A9_SVI,High,C2_3,C2,0.5186335403726708,0.46416075240661414,0.5726669577445759
A9_SVI,Medium-High,C2_3,C2,0.20496894409937888,0.16447773820063963,0.2524168510721849
A9_SVI,,C2_3,C2,0.16770186335403728,0.13086493432718485,0.2123742346432597
A9_SVI,Low-Medium,C2_3,C2,0.08074534161490683,0.05569601249232445,0.11568050910589994
A9_SVI,Low,C2_3,C2,0.027950310559006212,0.014772918720493314,0.05225842411602602
A9_SVI,High,C2_4,C2,0.4990512333965844,0.4565234532402132,0.5415927456409595
A9_SVI,Medium-High,C2_4,C2,0.21821631878557876,0.18505974626810834,0.25545132144022503
A9_SVI,,C2_4,C2,0.15749525616698293,0.12888692881479213,0.19106086728860294
A9_SVI,Low-Medium,C2_4,C2,0.08159392789373814,0.061138485748461535,0.10810522084876067
A9_SVI,Low,C2_4,C2,0.04364326375711575,0.029255133598894183,0.06463652824524162
A9_SVI,High,C2_5,C2,0.46956521739130436,0.40609578733922413,0.5340346257267147
A9_SVI,Medium-High,C2_5,C2,0.20434782608695654,0.1572948372956609,0.2611148896306003
A9_SVI,,C2_5,C2,0.16521739130434782,0.12280028125384804,0.21863426247147713
A9_SVI,Low-Medium,C2_5,C2,0.10434782608695652,0.07112843836206545,0.15056693149513706
A9_SVI,Low,C2_5,C2,0.05652173913043478,0.03332537829309885,0.09428921209629294
A9_SVI,High,C2_6,C2,0.6098265895953757,0.5574908920155683,0.6597502822758825
A9_SVI,Medium-High,C2_6,C2,0.15028901734104047,0.11648557571551726,0.19177279035644218
A9_SVI,,C2_6,C2,0.14450867052023122,0.11136138802688889,0.18546323202973103
A9_SVI,Low-Medium,C2_6,C2,0.06936416184971098,0.04705199932904973,0.10113392252815646
A9_SVI,Low,C2_6,C2,0.02601156069364162,0.01374378013283152,0.04868904660932835
A9_SVI,High,C2_9,C2,0.49261083743842365,0.42461459217953207,0.5608815555973174
A9_SVI,,C2_9,C2,0.24630541871921183,0.1921103855057392,0.309924021499428
A9_SVI,Medium-High,C2_9,C2,0.12807881773399016,0.08892327463213895,0.18104949680262078
A9_SVI,Low-Medium,C2_9,C2,0.07881773399014778,0.049094654612892585,0.12418576866753067
A9_SVI,Low,C2_9,C2,0.054187192118226604,0.030523050177652694,0.09441119902560235
A9_SVI,,C3_1,C3,0.4227005870841487,0.380602139193877,0.4659526069649417
A9_SVI,High,C3_1,C3,0.26810176125244617,0.23152865603493883,0.3081355824415169
A9_SVI,Medium-High,C3_1,C3,0.12915851272015655,0.10282365114084425,0.16102759941855108
A9_SVI,Low-Medium,C3_1,C3,0.12720156555772993,0.10106707096628709,0.15889948962244543
A9_SVI,Low,C3_1,C3,0.05283757338551859,0.03656396975851002,0.0757843719450353
A9_SVI,,C3_2,C3,0.8554913294797688,0.795374086684112,0.9001636148521782
A9_SVI,High,C3_2,C3,0.057803468208092484,0.03169701651696774,0.1031219401086226
A9_SVI,Low,C3_2,C3,0.03468208092485549,0.015990017623966596,0.07359071451145854
A9_SVI,Low-Medium,C3_2,C3,0.028901734104046242,0.012406768562089943,0.0658644074507939
A9_SVI,Medium-High,C3_2,C3,0.023121387283236993,0.009027193027358965,0.057934426862983585
A9_SVI,,C4_0,C4,0.9796954314720813,0.9648473359090868,0.9883475986751791
A9_SVI,Low,C4_0,C4,0.011844331641285956,0.005748915780679388,0.024244951494238838
A9_SVI,High,C4_0,C4,0.00338409475465313,0.0009285124892131598,0.012254156644889092
A9_SVI,Medium-High,C4_0,C4,0.00338409475465313,0.0009285124892131598,0.012254156644889092
A9_SVI,Low-Medium,C4_0,C4,0.001692047377326565,0.00029874269429985487,0.009521686811639205
A9_SVI,Low,C4_15,C4,0.3023255813953488,0.18601827946182872,0.4510564575240983
A9_SVI,,C4_15,C4,0.27906976744186046,0.16746451821827157,0.42691312900129397
A9_SVI,Low-Medium,C4_15,C4,0.23255813953488372,0.1315353846924483,0.37744808299439414
A9_SVI,High,C4_15,C4,0.09302325581395349,0.036771045103346514,0.2160298839853268
A9_SVI,Medium-High,C4_15,C4,0.09302325581395349,0.036771045103346514,0.2160298839853268
A13_URBAN,Rural,C1_0,C1,0.4812286689419795,0.455725279616574,0.506830247133213
A13_URBAN,Urban,C1_0,C1,0.3870307167235495,0.36241517309209165,0.41223717880208116
A13_URBAN,,C1_0,C1,0.13174061433447098,0.1153806636791206,0.1500268520121561
A13_URBAN,Rural,C1_1,C1,0.4414715719063545,0.40929327080352723,0.47414905690425174
A13_URBAN,Urban,C1_1,C1,0.43478260869565216,0.4026870713885639,0.4674343794858184
A13_URBAN,,C1_1,C1,0.12374581939799331,0.10378691103340379,0.14691376708803286
A13_URBAN,Urban,C1_2,C1,0.44428723027944816,0.42605828379540694,0.46266738704396454
A13_URBAN,Rural,C1_2,C1,0.4396887159533074,0.42148577129742937,0.45805535173820766
A13_URBAN,,C1_2,C1,0.11602405376724442,0.10473605830278611,0.12835420008539072
A13_URBAN,Rural,C1_3,C1,0.45942320590207913,0.4342637616439608,0.48479120712329865
A13_URBAN,Urban,C1_3,C1,0.4151576123407109,0.3903951592914474,0.44035613904009496
A13_URBAN,,C1_3,C1,0.12541918175720992,0.10956464128842382,0.14319899600933403
A13_URBAN,Urban,C2_0,C2,0.6533477321814255,0.6221182335827773,0.6833101318506472
A13_URBAN,,C2_0,C2,0.18898488120950324,0.16507304639825884,0.2154666068071903
A13_URBAN,Rural,C2_0,C2,0.15766738660907129,0.13561488331882596,0.18254855441078302
A13_URBAN,Urban,C2_1,C2,0.722052535125229,0.6998499570091509,0.743215357765901
A13_URBAN,,C2_1,C2,0.15149664019547954,0.13494532779167945,0.16967981091762674
A13_URBAN,Rural,C2_1,C2,0.1264508246792914,0.11122010275157884,0.14343068133385634
A13_URBAN,Urban,C2_10,C2,0.7471910112359551,0.6785818033937733,0.8053558654344818
A13_URBAN,,C2_10,C2,0.15168539325842698,0.10638855522742538,0.21169927506003358
A13_URBAN,Rural,C2_10,C2,0.10112359550561797,0.06492608854925705,0.15417449129605887
A13_URBAN,Urban,C2_2,C2,0.7417910447761195,0.7176900352582332,0.7645096525621173
A13_URBAN,,C2_2,C2,0.15597014925373134,0.13752959963057815,0.17637763467441736
A13_URBAN,Rural,C2_2,C2,0.10223880597014925,0.0871376806825889,0.11961406744010653
A13_URBAN,Urban,C2_3,C2,0.6863354037267081,0.6337111863574977,0.7345659151544025
A13_URBAN,,C2_3,C2,0.16770186335403728,0.13086493432718485,0.2123742346432597
A13_URBAN,Rural,C2_3,C2,0.14596273291925466,0.1115737144060038,0.18869979272138568
A13_URBAN,Urban,C2_4,C2,0.6413662239089184,0.5995311039379166,0.6811552627673302
A13_URBAN,Rural,C2_4,C2,0.20113851992409867,0.16913260194498547,0.237470045624459
A13_URBAN,,C2_4,C2,0.15749525616698293,0.12888692881479213,0.19106086728860294
A13_URBAN,Urban,C2_5,C2,0.7130434782608696,0.6514602765484011,0.7676268319900282
A13_URBAN,,C2_5,C2,0.16521739130434782,0.12280028125384804,0.21863426247147713
A13_URBAN,Rural,C2_5,C2,0.12173913043478261,0.08558466942916917,0.1703218929617827
A13_URBAN,Urban,C2_6,C2,0.7745664739884393,0.7276594061713746,0.8154435295572522
A13_URBAN,,C2_6,C2,0.14450867052023122,0.11136138802688889,0.18546323202973103
A13_URBAN,Rural,C2_6,C2,0.08092485549132948,0.05658024096683855,0.1144731729210467
A13_URBAN,Urban,C2_9,C2,0.6896551724137931,0.6229858615156008,0.7492796788785947
A13_URBAN,,C2_9,C2,0.24630541871921183,0.1921103855057392,0.309924021499428
A13_URBAN,Rural,C2_9,C2,0.06403940886699508,0.03780305461836859,0.10646966421575377
A13_URBAN,Urban,C3_1,C3,0.45596868884540115,0.41327317914452066,0.4993212965155659
A13_URBAN,,C3_1,C3,0.4227005870841487,0.380602139193877,0.4659526069649417
A13_URBAN,Rural,C3_1,C3,0.12133072407045009,0.09581063541901728,0.15250185525772678
A13_URBAN,,C3_2,C3,0.8554913294797688,0.795374086684112,0.9001636148521782
A13_URBAN,Urban,C3_2,C3,0.11560693641618497,0.0760952626781157,0.17181925517288768
A13_URBAN,Rural,C3_2,C3,0.028901734104046242,0.012406768562089943,0.0658644074507939
A13_URBAN,,C4_0,C4,0.9796954314720813,0.9648473359090868,0.9883475986751791
A13_URBAN,Urban,C4_0,C4,0.015228426395939087,0.00803192974018566,0.028686416791058964
A13_URBAN,Rural,C4_0,C4,0.005076142131979695,0.0017277853951239118,0.014817123367141534
A13_URBAN,Urban,C4_15,C4,0.5348837209302325,0.3891538972887278,0.6748917373608143
A13_URBAN,,C4_15,C4,0.27906976744186046,0.16746451821827157,0.42691312900129397
A13_URBAN,Rural,C4_15,C4,0.18604651162790697,0.0974163558010598,0.3261729323530596
A14_METRO,Metropolitan,C1_0,C1,0.5303754266211604,0.5047726257904728,0.5558193400144174
A14_METRO,Non-metropolitan,C1_0,C1,0.3378839590443686,0.31411515621480923,0.3625007566242605
A14_METRO,,C1_0,C1,0.13174061433447098,0.1153806636791206,0.1500268520121561
A14_METRO,Metropolitan,C1_1,C1,0.5418060200668896,0.5090901805161947,0.5741652996925346
A14_METRO,Non-metropolitan,C1_1,C1,0.33444816053511706,0.3043363803518028,0.36597191802162937
A14_METRO,,C1_1,C1,0.12374581939799331,0.10378691103340379,0.14691376708803286
A14_METRO,Metropolitan,C1_2,C1,0.568800848956491,0.5504633575521375,0.5869516076652735
A14_METRO,Non-metropolitan,C1_2,C1,0.3151750972762646,0.2983095847674081,0.3325422438901896
A14_METRO,,C1_2,C1,0.11602405376724442,0.10473605830278611,0.12835420008539072
A14_METRO,Metropolitan,C1_3,C1,0.5392354124748491,0.5138654278852433,0.564403734546415
A14_METRO,Non-metropolitan,C1_3,C1,0.335345405767941,0.3118315072759364,0.35970559739120705
A14_METRO,,C1_3,C1,0.12541918175720992,0.10956464128842382,0.14319899600933403
A14_METRO,Metropolitan,C2_0,C2,0.6220302375809935,0.5903556532632618,0.6526964966943224
A14_METRO,Non-metropolitan,C2_0,C2,0.18898488120950324,0.16507304639825884,0.2154666068071903
A14_METRO,,C2_0,C2,0.18898488120950324,0.16507304639825884,0.2154666068071903
A14_METRO,Metropolitan,C2_1,C2,0.7416004886988393,0.7198459454631958,0.7622237436524384
A14_METRO,,C2_1,C2,0.15149664019547954,0.13494532779167945,0.16967981091762674
A14_METRO,Non-metropolitan,C2_1,C2,0.10690287110568113,0.09284402447567253,0.12280238526918033
A14_METRO,Metropolitan,C2_10,C2,0.6853932584269663,0.613869359422294,0.7490838921988973
A14_METRO,Non-metropolitan,C2_10,C2,0.16292134831460675,0.11589600456006303,0.2241889924923166
A14_METRO,,C2_10,C2,0.15168539325842698,0.10638855522742538,0.21169927506003358
A14_METRO,Metropolitan,C2_2,C2,0.7656716417910447,0.7422521798199552,0.7875721685258618
A14_METRO,,C2_2,C2,0.15597014925373134,0.13752959963057815,0.17637763467441736
